Date,Open,High,Low,Close,Adj Close,Volume
2021-03-19,380.000000,409.869995,380.000000,380.000000,380.000000,0
2021-03-22,380.750000,380.750000,379.500000,380.000000,380.000000,0
2021-03-23,379.500000,411.130005,379.500000,378.000000,378.000000,0
2021-03-24,380.000000,380.549988,379.000000,379.000000,379.000000,0
2021-03-25,380.000000,380.549988,379.000000,380.000000,380.000000,0
2021-03-26,380.500000,409.160004,380.500000,380.500000,380.500000,0
2021-03-29,380.549988,390.170013,379.000000,380.549988,380.549988,0
2021-03-30,379.500000,380.549988,378.000000,379.500000,379.500000,0
2021-03-31,380.000000,381.000000,379.500000,380.000000,380.000000,0
2021-04-01,381.000000,381.000000,379.000000,381.000000,381.000000,0
2021-04-02,380.500000,380.500000,379.000000,380.500000,380.500000,0
2021-04-05,380.500000,408.859985,380.500000,380.500000,380.500000,0
2021-04-06,380.750000,409.500000,380.750000,408.859985,408.859985,0
2021-04-07,380.549988,380.549988,380.549988,380.750000,380.750000,0
2021-04-08,380.549988,380.873993,380.549988,380.549988,380.549988,0
2021-04-09,380.880005,380.880005,380.880005,380.549988,380.549988,0
2021-04-12,380.549988,380.750000,378.000000,380.549988,380.549988,0
2021-04-13,380.000000,381.000000,380.000000,380.000000,380.000000,0
2021-04-14,381.500000,381.500000,380.250000,381.500000,381.500000,0
2021-04-15,380.000000,381.000000,380.000000,380.000000,380.000000,0
2021-04-16,380.500000,380.600006,380.250000,380.500000,380.500000,0
2021-04-19,380.760010,380.769989,376.000000,410.529999,410.529999,0
2021-04-20,379.500000,380.750000,379.500000,379.500000,379.500000,0
2021-04-21,380.500000,408.269989,380.000000,380.500000,380.500000,0
2021-04-22,380.000000,380.529999,377.000000,380.000000,380.000000,0
2021-04-23,380.500000,380.750000,378.000000,378.000000,378.000000,0
2021-04-26,380.549988,381.000000,380.250000,380.549988,380.549988,0
2021-04-27,380.500000,380.750000,380.000000,380.500000,380.500000,0
2021-04-28,379.000000,379.000000,376.000000,379.000000,379.000000,0
2021-04-29,379.500000,408.160004,379.500000,376.000000,376.000000,0
2021-04-30,380.500000,380.500000,380.000000,380.500000,380.500000,0
2021-05-03,379.500000,379.500000,379.500000,410.290009,410.290009,0
2021-05-04,380.000000,380.570007,379.500000,380.000000,380.000000,0
2021-05-05,380.000000,380.000000,376.000000,380.000000,380.000000,0
2021-05-06,380.000000,408.269989,376.000000,380.000000,380.000000,0
2021-05-07,380.500000,381.500000,380.000000,380.500000,380.500000,0
2021-05-10,380.000000,410.130005,380.000000,380.000000,380.000000,0
2021-05-11,380.000000,408.209991,380.000000,380.000000,380.000000,0
2021-05-12,381.089996,408.160004,381.089996,380.000000,380.000000,0
2021-05-13,408.160004,409.730011,408.140015,408.160004,408.160004,0
2021-05-14,379.500000,408.000000,379.500000,376.000000,376.000000,0
2021-05-17,412.500000,412.899994,408.250000,412.500000,412.500000,0
2021-05-18,412.000000,412.600006,406.989990,410.000000,410.000000,0
2021-05-19,412.000000,412.299988,410.000000,410.000000,410.000000,0
2021-05-20,412.000000,412.299988,408.820007,412.000000,412.000000,0
2021-05-21,412.000000,412.160004,412.000000,412.000000,412.000000,0
2021-05-24,412.200012,413.290009,409.750000,412.200012,412.200012,0
2021-05-25,412.000000,412.100006,409.739990,410.000000,410.000000,0
2021-05-26,412.000000,412.100006,408.250000,409.000000,409.000000,0
2021-05-27,412.000000,412.190002,412.000000,409.000000,409.000000,0
2021-05-28,412.000000,412.709991,407.000000,410.000000,410.000000,0
2021-05-31,412.500000,412.500000,410.000000,412.500000,412.500000,0
2021-06-01,412.500000,412.500000,409.410004,412.500000,412.500000,0
2021-06-02,412.000000,412.049988,410.000000,412.000000,412.000000,0
2021-06-03,412.500000,412.500000,409.750000,412.500000,412.500000,0
2021-06-04,412.000000,412.049988,409.920013,412.000000,412.000000,0
2021-06-07,412.049988,412.049988,408.000000,412.049988,412.049988,0
2021-06-08,412.040009,412.040009,408.000000,412.040009,412.040009,0
2021-06-09,411.500000,412.500000,409.750000,411.500000,411.500000,0
2021-06-10,412.040009,412.500000,408.000000,412.040009,412.040009,0
2021-06-11,411.500000,412.230011,409.850006,411.500000,411.500000,0
2021-06-14,411.500000,412.500000,411.500000,411.500000,411.500000,0
2021-06-15,412.040009,412.649994,409.329987,412.000000,412.000000,0
2021-06-16,412.000000,412.000000,408.000000,412.000000,412.000000,0
2021-06-17,410.000000,412.000000,407.970001,410.000000,410.000000,0
2021-06-18,409.500000,410.500000,409.000000,409.500000,409.500000,0
2021-06-21,410.000000,411.230011,410.000000,410.000000,410.000000,0
2021-06-22,410.500000,411.000000,408.000000,410.500000,410.500000,0
2021-06-23,410.880005,411.000000,409.160004,410.000000,410.000000,0
2021-06-24,411.000000,411.720001,409.440002,411.000000,411.000000,0
2021-06-25,410.000000,411.000000,409.540009,410.000000,410.000000,0
2021-06-28,409.579987,411.459991,409.579987,409.679993,409.679993,0
2021-06-29,410.000000,411.000000,409.619995,410.000000,410.000000,0
2021-06-30,411.000000,411.000000,409.660004,411.000000,411.000000,0
2021-07-01,410.519989,411.000000,410.500000,411.000000,411.000000,0
2021-07-02,410.500000,411.140015,410.500000,409.000000,409.000000,0
2021-07-05,411.000000,411.000000,410.119995,411.000000,411.000000,0
2021-07-06,410.959991,411.510010,410.959991,410.959991,410.959991,0
2021-07-07,411.000000,411.630005,410.750000,411.000000,411.000000,0
2021-07-08,411.000000,412.290009,410.500000,411.000000,411.000000,0
2021-07-09,410.000000,410.989990,410.000000,410.000000,410.000000,0
2021-07-12,411.000000,411.130005,409.500000,411.000000,411.000000,0
2021-07-13,410.000000,411.420013,410.000000,410.000000,410.000000,0
2021-07-14,410.500000,410.500000,409.809998,410.500000,410.500000,0
2021-07-15,410.500000,410.950012,408.760010,410.500000,410.500000,0
2021-07-16,410.500000,411.290009,410.500000,410.500000,410.500000,0
2021-07-19,411.000000,411.250000,410.750000,411.000000,411.000000,0
2021-07-20,410.279999,411.040009,409.000000,410.279999,410.279999,0
2021-07-21,410.500000,411.079987,410.500000,410.500000,410.500000,0
2021-07-22,410.500000,411.149994,410.000000,410.500000,410.500000,0
2021-07-23,410.500000,411.459991,410.500000,410.500000,410.500000,0
2021-07-26,410.730011,411.290009,410.730011,410.730011,410.730011,0
2021-07-27,411.000000,411.000000,409.000000,411.000000,411.000000,0
2021-07-28,411.000000,411.010010,411.000000,411.000000,411.000000,0
2021-07-29,411.000000,411.070007,409.609985,411.000000,411.000000,0
2021-07-30,411.070007,411.070007,410.739990,411.070007,411.070007,0
2021-08-02,410.970001,412.109985,410.750000,410.970001,410.970001,0
2021-08-03,411.000000,411.899994,411.000000,411.000000,411.000000,0
2021-08-04,411.000000,411.899994,410.500000,411.000000,411.000000,0
2021-08-05,410.500000,411.829987,410.000000,410.500000,410.500000,0
2021-08-06,411.000000,411.709991,410.980011,411.000000,411.000000,0
2021-08-09,411.000000,411.000000,410.920013,411.000000,411.000000,0
2021-08-10,410.920013,411.540009,410.920013,410.920013,410.920013,0
2021-08-11,411.089996,411.450012,411.079987,411.089996,411.089996,0
2021-08-12,411.079987,411.079987,409.000000,411.079987,411.079987,0
2021-08-13,411.000000,411.000000,410.000000,411.000000,411.000000,0
2021-08-16,411.000000,411.250000,409.380005,411.000000,411.000000,0
2021-08-17,411.250000,411.890015,411.200012,411.250000,411.250000,0
2021-08-18,411.200012,411.500000,411.200012,411.200012,411.200012,0
2021-08-19,411.399994,411.399994,410.859985,411.399994,411.399994,0
2021-08-20,411.299988,411.299988,410.000000,411.299988,411.299988,0
2021-08-23,411.200012,411.299988,411.000000,411.200012,411.200012,0
